Employee_ID,Name,Age,Gender,Department,Job_Role,Salary,Experience_Years,Joining_Date,Education,Performance_Score,Attrition,Marital_Status,Work_Location,Promotion_Status
911,Employee_911,21,Female,Engineering,Senior Developer,84815,0,2020-03-03,Master's,4,No,Divorced,Delhi,Not Promoted
912,Employee_912,29,Male,Engineering,Software Engineer,75809,4,2016-11-30,Bachelor's,3,Yes,Single,Delhi,Not Promoted
913,Employee_913,52,Other,Finance,Accountant,33731,8,2013-06-30,PhD,2,Yes,Married,Mumbai,Promoted
914,Employee_914,60,Other,IT Support,Helpdesk Engineer,55973,0,2023-06-27,Master's,3,No,Divorced,Bangalore,Promoted
915,Employee_915,24,Male,Operations,Logistics Coordinator,29092,2,2015-07-04,PhD,5,No,Married,Bangalore,Not Promoted
916,Employee_916,32,Male,Marketing,Marketing Specialist,126797,10,2019-02-14,PhD,3,No,Married,Hyderabad,Not Promoted
917,Employee_917,26,Female,Operations,Operations Executive,130466,1,2017-03-27,Master's,1,Yes,Divorced,Chennai,Promoted
918,Employee_918,47,Male,Finance,Accountant,86493,9,2015-01-07,Master's,2,No,Divorced,Bangalore,Promoted
919,Employee_919,21,Other,IT Support,Helpdesk Engineer,52393,0,2011-08-16,Master's,5,No,Single,Mumbai,Not Promoted
920,Employee_920,46,Other,Sales,Sales Executive,41987,14,2014-04-12,Master's,1,No,Divorced,Mumbai,Not Promoted
921,Employee_921,47,Female,Finance,Accountant,28074,3,2020-01-10,Master's,3,No,Married,Mumbai,Promoted
922,Employee_922,33,Female,HR,HR Executive,112305,0,2014-05-29,High School,4,Yes,Married,Delhi,Promoted
923,Employee_923,32,Other,Sales,Sales Manager,132844,1,2016-01-04,PhD,2,No,Single,Pune,Promoted
924,Employee_924,34,Other,Sales,Sales Manager,35156,1,2022-11-26,PhD,3,No,Married,Chennai,Not Promoted
925,Employee_925,51,Male,Marketing,Marketing Specialist,97833,29,2014-02-20,Master's,5,No,Married,Hyderabad,Promoted
926,Employee_926,57,Female,Marketing,Marketing Specialist,139146,10,2017-12-01,PhD,5,No,Married,Pune,Promoted
927,Employee_927,33,Female,Sales,Sales Executive,122332,9,2016-02-26,Master's,2,No,Single,Pune,Promoted
928,Employee_928,23,Female,Finance,Accountant,59611,0,2017-04-13,Master's,4,No,Divorced,Pune,Not Promoted
929,Employee_929,53,Other,Operations,Operations Executive,83895,1,2014-04-01,PhD,1,No,Single,Mumbai,Promoted
930,Employee_930,43,Male,Sales,Sales Manager,70196,1,2022-02-23,PhD,2,No,Single,Mumbai,Promoted
931,Employee_931,34,Male,Finance,Financial Analyst,128619,11,2017-02-28,Master's,4,Yes,Divorced,Bangalore,Not Promoted
932,Employee_932,54,Other,IT Support,IT Technician,50409,6,2021-10-01,PhD,1,Yes,Divorced,Mumbai,Not Promoted
933,Employee_933,21,Female,Engineering,Software Engineer,39275,0,2017-12-08,Bachelor's,1,No,Single,Mumbai,Promoted
934,Employee_934,37,Other,Finance,Accountant,72010,11,2021-06-15,Master's,5,Yes,Divorced,Bangalore,Promoted
935,Employee_935,58,Female,Marketing,Marketing Specialist,123184,3,2016-06-11,Master's,1,No,Married,Chennai,Not Promoted
936,Employee_936,46,Male,Finance,Accountant,57275,2,2017-06-03,High School,4,No,Single,Hyderabad,Promoted
937,Employee_937,55,Female,HR,HR Executive,129818,8,2016-10-22,Bachelor's,3,No,Married,Chennai,Not Promoted
938,Employee_938,57,Female,HR,HR Manager,37723,22,2020-07-28,Bachelor's,4,Yes,Divorced,Pune,Not Promoted
939,Employee_939,57,Female,Operations,Operations Executive,133729,15,2011-05-25,Master's,2,No,Single,Chennai,Not Promoted
940,Employee_940,60,Male,Operations,Operations Executive,41696,13,2016-09-12,Bachelor's,4,No,Married,Chennai,Not Promoted
941,Employee_941,21,Male,Sales,Sales Manager,30596,0,2020-07-04,Bachelor's,3,No,Divorced,Delhi,Promoted
942,Employee_942,36,Other,IT Support,Helpdesk Engineer,105945,13,2011-07-26,PhD,2,No,Married,Delhi,Promoted
943,Employee_943,21,Female,Sales,Sales Manager,127243,0,2012-10-22,PhD,2,No,Married,Mumbai,Not Promoted
944,Employee_944,49,Male,Operations,Logistics Coordinator,118119,19,2019-02-04,PhD,3,No,Divorced,Hyderabad,Not Promoted
945,Employee_945,33,Other,Sales,Sales Executive,65192,1,2010-02-22,High School,1,Yes,Single,Chennai,Not Promoted
946,Employee_946,43,Male,IT Support,IT Technician,31743,16,2019-05-27,PhD,4,No,Divorced,Bangalore,Not Promoted
947,Employee_947,42,Other,Operations,Logistics Coordinator,72460,10,2018-08-20,PhD,3,Yes,Single,Pune,Promoted
948,Employee_948,34,Male,HR,HR Manager,51804,0,2016-06-12,PhD,2,No,Single,Hyderabad,Not Promoted
949,Employee_949,49,Other,Engineering,Senior Developer,51647,27,2020-12-31,Bachelor's,5,No,Married,Delhi,Not Promoted
950,Employee_950,56,Female,Operations,Logistics Coordinator,78920,21,2012-01-31,PhD,1,No,Married,Bangalore,Promoted
951,Employee_951,46,Female,Sales,Sales Executive,60641,7,2018-10-12,Bachelor's,1,Yes,Divorced,Hyderabad,Not Promoted
952,Employee_952,59,Female,Finance,Financial Analyst,26773,3,2010-10-01,Bachelor's,2,No,Single,Delhi,Not Promoted
953,Employee_953,31,Male,HR,HR Manager,92177,7,2017-01-07,High School,4,No,Single,Hyderabad,Not Promoted
954,Employee_954,41,Other,Marketing,SEO Analyst,53737,14,2017-12-29,PhD,5,No,Single,Bangalore,Promoted
955,Employee_955,52,Female,Operations,Operations Executive,70097,21,2021-04-09,PhD,3,No,Single,Bangalore,Not Promoted
956,Employee_956,30,Male,Engineering,Software Engineer,48772,4,2020-08-10,Bachelor's,2,No,Divorced,Hyderabad,Not Promoted
957,Employee_957,52,Female,HR,HR Executive,26266,28,2022-12-31,Master's,4,No,Single,Pune,Promoted
958,Employee_958,36,Male,HR,HR Manager,112185,12,2020-01-12,Master's,1,No,Single,Chennai,Promoted
959,Employee_959,43,Female,Finance,Accountant,146573,10,2013-10-02,Master's,3,Yes,Single,Hyderabad,Promoted
960,Employee_960,45,Female,IT Support,Helpdesk Engineer,62129,1,2022-12-03,PhD,4,No,Divorced,Chennai,Not Promoted
961,Employee_961,27,Other,HR,HR Manager,142087,4,2019-06-10,Master's,3,No,Single,Pune,Promoted
962,Employee_962,45,Male,Marketing,SEO Analyst,33374,3,2022-12-30,PhD,2,No,Divorced,Mumbai,Promoted
963,Employee_963,41,Male,Operations,Logistics Coordinator,85303,18,2019-10-01,Bachelor's,2,No,Married,Delhi,Not Promoted
964,Employee_964,32,Female,Sales,Sales Manager,121047,5,2015-01-14,Bachelor's,4,No,Single,Delhi,Promoted
965,Employee_965,59,Male,IT Support,Helpdesk Engineer,59716,18,2013-01-12,Bachelor's,2,No,Married,Mumbai,Not Promoted
966,Employee_966,58,Female,Marketing,SEO Analyst,61419,5,2017-12-20,High School,1,No,Divorced,Pune,Promoted
967,Employee_967,60,Other,HR,HR Executive,83416,37,2019-11-02,Master's,3,No,Single,Mumbai,Not Promoted
968,Employee_968,21,Other,HR,HR Manager,30504,0,2023-07-27,PhD,3,Yes,Divorced,Chennai,Promoted
969,Employee_969,49,Female,IT Support,Helpdesk Engineer,128302,25,2018-04-08,PhD,3,No,Married,Bangalore,Promoted
970,Employee_970,55,Female,Finance,Financial Analyst,81100,27,2010-12-23,PhD,1,No,Married,Bangalore,Not Promoted
971,Employee_971,41,Female,IT Support,IT Technician,105369,17,2017-06-16,PhD,2,No,Married,Bangalore,Promoted
972,Employee_972,35,Other,Engineering,QA Engineer,74777,11,2015-04-08,High School,4,No,Divorced,Pune,Promoted
973,Employee_973,47,Female,HR,HR Manager,56867,18,2021-07-07,Master's,3,No,Married,Mumbai,Promoted
974,Employee_974,44,Female,Engineering,QA Engineer,65168,10,2023-03-12,PhD,4,No,Single,Bangalore,Not Promoted
975,Employee_975,32,Other,Finance,Financial Analyst,109197,8,2015-11-14,Bachelor's,2,No,Divorced,Pune,Promoted
976,Employee_976,58,Other,Finance,Financial Analyst,132622,24,2010-02-11,PhD,4,No,Married,Mumbai,Not Promoted
977,Employee_977,36,Female,Marketing,SEO Analyst,142953,5,2010-04-23,High School,3,No,Single,Mumbai,Promoted
978,Employee_978,25,Other,IT Support,Helpdesk Engineer,132368,1,2012-03-19,High School,5,Yes,Married,Mumbai,Not Promoted
979,Employee_979,56,Other,Operations,Operations Executive,80029,23,2019-01-13,Bachelor's,4,Yes,Divorced,Hyderabad,Not Promoted
980,Employee_980,29,Male,IT Support,IT Technician,53368,4,2013-07-14,High School,1,No,Single,Hyderabad,Not Promoted
981,Employee_981,22,Male,Engineering,Software Engineer,106404,0,2019-04-19,High School,3,Yes,Divorced,Bangalore,Not Promoted
982,Employee_982,49,Female,Finance,Financial Analyst,50713,16,2016-04-19,Master's,5,No,Married,Bangalore,Not Promoted
983,Employee_983,54,Female,HR,HR Manager,117771,2,2016-12-20,High School,4,No,Married,Pune,Promoted
984,Employee_984,40,Female,Operations,Logistics Coordinator,109222,11,2010-06-10,Bachelor's,1,No,Single,Chennai,Not Promoted
985,Employee_985,24,Male,Marketing,SEO Analyst,101522,1,2012-09-05,Master's,4,No,Single,Mumbai,Promoted
986,Employee_986,21,Male,Engineering,QA Engineer,118321,0,2010-04-25,Bachelor's,2,No,Married,Pune,Not Promoted
987,Employee_987,41,Male,HR,HR Executive,125155,10,2014-02-24,High School,2,No,Single,Chennai,Promoted
988,Employee_988,50,Male,Operations,Operations Executive,68445,4,2018-05-12,Master's,5,No,Divorced,Chennai,Not Promoted
989,Employee_989,34,Male,Operations,Logistics Coordinator,40900,6,2012-08-29,Master's,3,Yes,Single,Chennai,Promoted
990,Employee_990,44,Female,Finance,Financial Analyst,29907,11,2017-12-15,High School,1,No,Divorced,Chennai,Promoted
991,Employee_991,30,Male,Sales,Sales Executive,32637,7,2013-12-22,High School,3,No,Divorced,Mumbai,Promoted
992,Employee_992,46,Female,HR,HR Manager,148542,21,2013-02-08,High School,5,Yes,Divorced,Chennai,Not Promoted
993,Employee_993,43,Male,IT Support,IT Technician,148165,1,2015-12-12,Bachelor's,4,No,Single,Delhi,Promoted
994,Employee_994,37,Other,HR,HR Manager,116380,1,2022-03-06,Master's,4,No,Single,Chennai,Not Promoted
995,Employee_995,33,Female,Sales,Sales Executive,54859,1,2011-02-22,PhD,4,Yes,Divorced,Chennai,Promoted
996,Employee_996,42,Female,Operations,Operations Executive,110888,12,2013-06-03,Bachelor's,1,No,Married,Mumbai,Not Promoted
997,Employee_997,53,Male,HR,HR Manager,149331,17,2014-04-12,High School,5,No,Single,Hyderabad,Promoted
998,Employee_998,52,Male,Finance,Financial Analyst,145609,17,2019-07-02,Master's,5,No,Single,Hyderabad,Promoted
999,Employee_999,47,Other,Engineering,Software Engineer,127221,19,2012-11-03,Bachelor's,2,No,Married,Pune,Not Promoted
1000,Employee_1000,45,Female,IT Support,IT Technician,69182,22,2015-12-03,Bachelor's,5,No,Single,Bangalore,Promoted
